"ticket_id","ticket_name","full_thread_text"
"21094199","Request to Confirm or Reset FileZilla Credentials","[2026-03-20 07:39 | Sreya Johny] Customer Added a Review on this ticket"
[2026-02-01 23:59 | Victoria Vaughn] Sreya, I met with our IT company on Friday. I believe they were able to transfer the files you mentioned. They will be in their office at 9:00 am this morning, if I need to contact them and ask for something else to be transferred. I am in the office now and available whenever you are, to complete the task scheduler setup on our new laptop (from the old one).

[2026-02-02 00:59 | Victoria Vaughn] Sreya, I met with our IT company on Friday. I believe they were able to transfer the files you mentioned. They will be in their office at 9:00 am this morning, if I need to contact them and ask for something else to be transferred. I am in the office now and available whenever you are, to complete the task scheduler setup on our new laptop (from the old one). Victoria Vaughn Clerk/Treasurer Village of Polk Polk, NE 68654 Mon – Fri (8:30 -11:30) ATTENTION ELECTED OFFICIALS: A “Reply to All” on this email could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender.

[2026-02-05 01:14 | Joe Sheehan] I'll need to search our knowledge base for information about the Tantalus PowerManager integration. Let me do that for you.# Tantalus PowerManager Integration Overview Introduction The Tantalus PowerManager integration provides automated meter reading capabilities by connecting PowerManager's utility billing system with Tantalus' advanced metering infrastructure (AMI). This integration streamlines the meter reading process, improves data accuracy, and enhances operational efficiency. Key Components 1. System Architecture PowerManager: Handles utility billing, customer accounts, and meter data management Tantalus AMI System: Collects meter readings wirelessly through network infrastructure Integration Layer: Facilitates data exchange between both systems 2. File Exchange Process PowerManager exports meter information files to Tantalus Tantalus collects readings and returns consumption data Files are typically exchanged via SFTP using WinSCP Automated file transfers are configured using Windows Task Scheduler 3. Meter Configuration Meters must be properly configured in PowerManager with: Correct meter manufacturer assignment Radio ID/Serial Number Proper truncation values and multipliers UOM (Unit of Measure) settings 4. Meter Types Support Electric Meters: Tantalus, Itron (various ERT types), Sentinel Water Meters: Neptune (various models including T0, T1, T2, M10) Each meter type requires specific configuration parameters Implementation Process 1. Pre-Implementation Requirements VPN connection to Tantalus server Meter inventory with correct identifiers PowerManager Value Support plan 2. Setup Steps Install and configure WinSCP for secure file transfer Create meter manufacturer definitions in PowerManager Configure Tantalus export file definitions Set up automated file transfer schedule Test file imports/exports 3. Testing and Validation Compare manual readings with AMI readings Verify reading formats and multipliers Confirm proper meter status updates Operational Considerations 1. Meter Change-Outs Changed meters are automatically deauthorized (Authorized=0) Requires proper meter manufacturer assignment 2. Troubleshooting Common Issues UOM errors (""UOM is undefined"") Incorrect truncation values Meter authorization problems VPN connectivity issues 3. Dashboard Management Monitor meter reading status Review error reports in ""done"" folder Verify utility name matches between systems Benefits Eliminates manual meter reading Improves billing accuracy Provides near real-time consumption data Reduces operational costs Enhances customer service capabilities For specific implementation assistance, please contact your PowerManager support representative.

[2026-02-05 02:07 | Victoria Vaughn] Good Morning Sreya, Just wanted to touch base with you about completing the task scheduler for Tantalus. We are in the office from 8:00 am until noon Central time each day. Victoria Vaughn Clerk/Treasurer Village of Polk Polk, NE 68654 Mon – Fri (8:30 -11:30) ATTENTION ELECTED OFFICIALS: A “Reply to All” on this email could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender. Sreya, I met with our IT company on Friday. I believe they were able to transfer the files you mentioned. They will be in their office at 9:00 am this morning, if I need to contact them and ask for something else to be transferred. I am in the office now and available whenever you are, to complete the task scheduler setup on our new laptop (from the old one).

[2026-02-05 02:14 | Joe Sheehan] I'll need to search our knowledge base for information about the Tantalus PowerManager integration. Let me do that for you.# Tantalus PowerManager Integration Overview Introduction The Tantalus PowerManager integration provides automated meter reading capabilities by connecting PowerManager's utility billing system with Tantalus' advanced metering infrastructure (AMI). This integration streamlines the meter reading process, improves data accuracy, and enhances operational efficiency. Key Components 1. System Architecture PowerManager: Handles utility billing, customer accounts, and meter data management Tantalus AMI System: Collects meter readings wirelessly through network infrastructure Integration Layer: Facilitates data exchange between both systems 2. File Exchange Process PowerManager exports meter information files to Tantalus Tantalus collects readings and returns consumption data Files are typically exchanged via SFTP using WinSCP Automated file transfers are configured using Windows Task Scheduler 3. Meter Configuration Meters must be properly configured in PowerManager with: Correct meter manufacturer assignment Radio ID/Serial Number Proper truncation values and multipliers UOM (Unit of Measure) settings 4. Meter Types Support Electric Meters: Tantalus, Itron (various ERT types), Sentinel Water Meters: Neptune (various models including T0, T1, T2, M10) Each meter type requires specific configuration parameters Implementation Process 1. Pre-Implementation Requirements VPN connection to Tantalus server Meter inventory with correct identifiers PowerManager Value Support plan 2. Setup Steps Install and configure WinSCP for secure file transfer Create meter manufacturer definitions in PowerManager Configure Tantalus export file definitions Set up automated file transfer schedule Test file imports/exports 3. Testing and Validation Compare manual readings with AMI readings Verify reading formats and multipliers Confirm proper meter status updates Operational Considerations 1. Meter Change-Outs Changed meters are automatically deauthorized (Authorized=0) Requires proper meter manufacturer assignment 2. Troubleshooting Common Issues UOM errors (""UOM is undefined"") Incorrect truncation values Meter authorization problems VPN connectivity issues 3. Dashboard Management Monitor meter reading status Review error reports in ""done"" folder Verify utility name matches between systems Benefits Eliminates manual meter reading Improves billing accuracy Provides near real-time consumption data Reduces operational costs Enhances customer service capabilities For specific implementation assistance, please contact your PowerManager support representative.

[2026-02-05 02:31 | Joe Sheehan] Victoria Connect to old PC Export Tantalus task Connect to new PC import Tantalus task checked path Josiah IT person. Got the task working and it uploaded the reads to Tantalus. Victoria is going to let us know if it runs tomorrow morning.

[2026-02-05 02:32 | Susan Thomas] Got on the call with Joe and Sreya.

[2026-02-05 02:35 | Sreya Johny] Reached out to Victoria with Joe and Susan. Set up the Tantalus task in Task Scheduler on the new PC. Victoria will update the ticket if the task does not run automatically at the scheduled time tomorrow morning.

[2026-02-05 02:42 | Sreya Johny] Note: Total time spent on 2/5/2026 was 1 hour and 15 minutes.

[2026-02-05 03:31 | Joe Sheehan] Victoria Connect to old PC Export Tantalus task Connect to new PC import Tantalus task checked path Josiah IT person. Got the task working and it uploaded the reads to Tantalus. Victoria is going to let us know if it runs tomorrow morning.

[2026-02-05 03:32 | Susan Thomas] Got on the call with Joe and Sreya.

[2026-02-05 03:35 | Sreya Johny] Reached out to Victoria with Joe and Susan. Set up the Tantalus task in Task Scheduler on the new PC. Victoria will update the ticket if the task does not run automatically at the scheduled time tomorrow morning.

[2026-02-05 03:42 | Sreya Johny] Note: Total time spent on 2/5/2026 was 1 hour and 15 minutes.
